Id,Label,timeset,description,url,cluster,weight<links>,weight<total_link_strength>,weight<citations>,weight<norm._citations>,score<pub._year>,score<citations>,score<norm._citations>,grain for green,beijing-tianjin sandstorm source control,stimulated
344,wang (2015),,"<table><tr><td>Authors:</td><td>wang, y; wang, zm; yan, xd</td></tr><tr><td>Title:</td><td>effects of regional afforestation on global climate</td></tr><tr><td>Source:</td><td>journal of water and climate change, 6(2), 191-199</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.2166/wcc.2014.136,1,112,208,1,0.1333,2015,1,0.1333,,,
345,dong (2015),,"<table><tr><td>Authors:</td><td>dong, sk; li, yy; su, xk; wang, xx; wen, l; wu, y</td></tr><tr><td>Title:</td><td>effects of grassland degradation and re-vegetation on carbon and nitrogen storage in the soils of the headwater area nature reserve on the qinghai-tibetan plateau, china</td></tr><tr><td>Source:</td><td>journal of mountain science, 12(3), 582-591</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1007/s11629-014-3043-z,3,32,37,3,0.3998,2015,3,0.3998,,,
346,deng (2015),,"<table><tr><td>Authors:</td><td>deng, sh; hu, zf; tan, hz; wang, xb; wang, yb</td></tr><tr><td>Title:</td><td>kinetics investigation on the combustion of biochar in o-2/co2 atmosphere</td></tr><tr><td>Source:</td><td>environmental progress & sustainable energy, 34(3), 923-932</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1002/ep.12063,2,16,17,6,0.7995,2015,6,0.7995,,,
347,chen (2015),,"<table><tr><td>Authors:</td><td>chen, j; kim, h; yoo, g</td></tr><tr><td>Title:</td><td>effects of biochar addition on co2 and n2o emissions following fertilizer application to a cultivated grassland soil</td></tr><tr><td>Source:</td><td>plos one, 10(5)</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1371/journal.pone.0126841,6,83,213,4,0.533,2015,4,0.533,,,
348,no author data (2015),,"<table><tr><td>Title:</td><td>inherent organic compounds in biochar-their content, composition and potential toxic effects</td></tr><tr><td>Source:</td><td>journal of environmental management, 156, 150-157</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1016/j.jenvman.2015.03.035,6,60,106,16,2.132,2015,16,2.132,,,
349,butler (2015),,"<table><tr><td>Authors:</td><td>butler, dw; carwardine, j; evans, mc; fensham, rj; martin, tg; possingham, hp; wilson, ka</td></tr><tr><td>Title:</td><td>carbon farming via assisted natural regeneration as a cost-effective mechanism for restoring biodiversity in agricultural landscapes</td></tr><tr><td>Source:</td><td>environmental science & policy, 50, 114-129</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1016/j.envsci.2015.02.003,1,120,230,13,1.7323,2015,13,1.7323,,,
350,lteif (2015),,"<table><tr><td>Authors:</td><td>lteif, ae; tardif, as; whalen, jk; winans, ks</td></tr><tr><td>Title:</td><td>carbon sequestration potential and cost-benefit analysis of hybrid poplar, grain corn and hay cultivation in southern quebec, canada</td></tr><tr><td>Source:</td><td>agroforestry systems, 89(3), 421-433</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1007/s10457-014-9776-4,1,142,158,1,0.1333,2015,1,0.1333,,,
351,liu (2015),,"<table><tr><td>Authors:</td><td>liu, sg; tan, zx; wu, yp</td></tr><tr><td>Title:</td><td>quantitative attribution of major driving forces on soil organic carbon dynamics</td></tr><tr><td>Source:</td><td>journal of advances in modeling earth systems, 7(1), 21-34</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1002/2014ms000361,3,346,574,5,0.6663,2015,5,0.6663,,,
352,burnham (2015),,"<table><tr><td>Authors:</td><td>burnham, m; callaghan, ml; feldpausch-parker, am; melnik, m; selfa, t</td></tr><tr><td>Title:</td><td>news media analysis of carbon capture and storage and biomass: perceptions and possibilities</td></tr><tr><td>Source:</td><td>energies, 8(4), 3058-3074</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.3390/en8043058,2,9,11,4,0.533,2015,4,0.533,,,
353,aracil (2015),,"<table><tr><td>Authors:</td><td>aracil, c; haro, p; ollero, p; vidal-barrero, f</td></tr><tr><td>Title:</td><td>balance and saving of ghg emissions in thermochemical biorefineries</td></tr><tr><td>Source:</td><td>applied energy, 147, 444-455</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1016/j.apenergy.2015.02.083,2,48,85,7,0.9328,2015,7,0.9328,,,
354,cui (2015),,"<table><tr><td>Authors:</td><td>cui, s; fan, mh; kong, y; shen, xd</td></tr><tr><td>Title:</td><td>development of monolithic adsorbent via polymeric sol-gel process for low-concentration co2 capture</td></tr><tr><td>Source:</td><td>applied energy, 147, 308-317</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1016/j.apenergy.2015.03.011,5,156,795,16,2.132,2015,16,2.132,,,
355,arasto (2015),,"<table><tr><td>Authors:</td><td>arasto, a; mathisen, a; onarheim, k</td></tr><tr><td>Title:</td><td>barriers and opportunities for application of ccs in nordic industry-a sectorial approach</td></tr><tr><td>Source:</td><td>international journal of greenhouse gas control, 36, 93-105</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1016/j.ijggc.2015.02.009,2,21,25,6,0.7995,2015,6,0.7995,,,
356,deng (2015),,"<table><tr><td>Authors:</td><td>deng, wj; hai, n; huang, ba; tian, k; xu, xh; zhao, yc</td></tr><tr><td>Title:</td><td>effects of long-term fertilization and residue management on soil organic carbon changes in paddy soils of china: a meta-analysis</td></tr><tr><td>Source:</td><td>agriculture ecosystems & environment, 204, 40-50</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1016/j.agee.2015.02.008,3,397,965,22,2.9316,2015,22,2.9316,,,
357,dufour (2015),,"<table><tr><td>Authors:</td><td>dufour, j; iribarren, d; peters, jf</td></tr><tr><td>Title:</td><td>biomass pyrolysis for biochar or energy applications? a life cycle assessment</td></tr><tr><td>Source:</td><td>environmental science & technology, 49(8), 5195-5202</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1021/es5060786,6,92,196,16,2.132,2015,16,2.132,,,
358,chen (2015),,"<table><tr><td>Authors:</td><td>chen, hx; feng, h; li, hj; sun, bh; zhao, y</td></tr><tr><td>Title:</td><td>assessment of climate change impacts on soil organic carbon and crop yield based on long-term fertilization applications in loess plateau, china</td></tr><tr><td>Source:</td><td>plant and soil, 390(1-2), 401-417</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1007/s11104-014-2332-1,3,170,278,4,0.533,2015,4,0.533,,,
360,camps-arbestain (2015),,"<table><tr><td>Authors:</td><td>camps-arbestain, m; hedley, mj; herath, hmsk; kirschbaum, muf; van hale, r; wang, t</td></tr><tr><td>Title:</td><td>experimental evidence for sequestering c with biochar by avoidance of co2 emissions from original feedstock and protection of native soil organic matter</td></tr><tr><td>Source:</td><td>global change biology bioenergy, 7(3), 512-526</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1111/gcbb.12183,6,154,329,10,1.3325,2015,10,1.3325,,,
361,girardin (2015),,"<table><tr><td>Authors:</td><td>girardin, c; lefevre, r; maas, r; naisse, c; pozzi, a; rumpel, c; stark, a</td></tr><tr><td>Title:</td><td>effect of physical weathering on the carbon sequestration potential of biochars and hydrochars in soil</td></tr><tr><td>Source:</td><td>global change biology bioenergy, 7(3), 488-496</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1111/gcbb.12158,6,145,282,18,2.3985,2015,18,2.3985,,,
362,chen (2015),,"<table><tr><td>Authors:</td><td>chen, wy</td></tr><tr><td>Title:</td><td>the role of urban green infrastructure in offsetting carbon emissions in 35 major chinese cities: a nationwide estimate</td></tr><tr><td>Source:</td><td>cities, 44, 112-120</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1016/j.cities.2015.01.005,1,74,130,13,1.7323,2015,13,1.7323,,,
363,cockfield (2015),,"<table><tr><td>Authors:</td><td>cockfield, g; maraseni, tn</td></tr><tr><td>Title:</td><td>the financial implications of converting farmland to state-supported environmental plantings in the darling downs region, queensland</td></tr><tr><td>Source:</td><td>agricultural systems, 135, 57-65</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1016/j.agsy.2014.12.004,1,48,72,1,0.1333,2015,1,0.1333,,,
365,kanninen (2015),,"<table><tr><td>Authors:</td><td>kanninen, m; negash, m</td></tr><tr><td>Title:</td><td>modeling biomass and soil carbon sequestration of indigenous agroforestry systems using co2fix approach</td></tr><tr><td>Source:</td><td>agriculture ecosystems & environment, 203, 147-155</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1016/j.agee.2015.02.004,1,139,196,9,1.1993,2015,9,1.1993,,,
366,abdalla (2015),,"<table><tr><td>Authors:</td><td>abdalla, k; alexis, m; bourennane, h; chaplot, v; chivenge, p; darboux, f; dlamini, p; everson, c; mchunu, c; muller-nedebock, d; mutema, m; quenea, k; thenga, h</td></tr><tr><td>Title:</td><td>surface organic carbon enrichment to explain greater co2 emissions from short-term no-tilled soils</td></tr><tr><td>Source:</td><td>agriculture ecosystems & environment, 203, 110-118</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1016/j.agee.2015.02.001,3,203,329,3,0.3998,2015,3,0.3998,,,
367,fortier (2015),,"<table><tr><td>Authors:</td><td>fortier, j; gagnon, d; lambert, f; truax, b</td></tr><tr><td>Title:</td><td>biomass carbon, nitrogen and phosphorus stocks in hybrid poplar buffers, herbaceous buffers and natural woodlots in the riparian zone on agricultural land</td></tr><tr><td>Source:</td><td>journal of environmental management, 154, 333-345</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1016/j.jenvman.2015.02.039,1,204,257,9,1.1993,2015,9,1.1993,,,
368,carwardine (2015),,"<table><tr><td>Authors:</td><td>carwardine, j; hawkins, c; martin, tg; polglase, p; possingham, hp; reeson, a; renwick, ar; watts, m</td></tr><tr><td>Title:</td><td>spatial priorities for restoring biodiverse carbon forests</td></tr><tr><td>Source:</td><td>bioscience, 65(4), 372-382</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1093/biosci/biv008,1,52,117,3,0.3998,2015,3,0.3998,,,
369,huang (2015),,"<table><tr><td>Authors:</td><td>huang, wd; lian, j; li, yd; mao, w; wang, sk; zhang, fx; zhao, xy</td></tr><tr><td>Title:</td><td>carbon accumulation in the bulk soil and different soil fractions during the rehabilitation of desertified grassland in horqin sandy land, northern china</td></tr><tr><td>Source:</td><td>polish journal of ecology, 63(1), 88-101</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.3161/15052249pje2015.63.1.008,3,161,238,2,0.2665,2015,2,0.2665,,,
370,dalal (2015),,"<table><tr><td>Authors:</td><td>dalal, rc; wang, wj</td></tr><tr><td>Title:</td><td>nitrogen management is the key for low-emission wheat production in australia: a life cycle perspective</td></tr><tr><td>Source:</td><td>european journal of agronomy, 66, 74-82</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1016/j.eja.2015.02.007,3,213,297,4,0.533,2015,4,0.533,,,
371,holmes (2015),,"<table><tr><td>Authors:</td><td>holmes, p; pritchard, c; wilkinson, m; yang, a</td></tr><tr><td>Title:</td><td>thermodynamics, economics and systems thinking: what role for air capture of co2?</td></tr><tr><td>Source:</td><td>process safety and environmental protection, 94, 188-195</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1016/j.psep.2014.06.011,5,161,392,1,0.1333,2015,1,0.1333,,,
372,carrucan (2015),,"<table><tr><td>Authors:</td><td>carrucan, a; cavagnaro, tr; drake, ja; jackson, wr; patti, af</td></tr><tr><td>Title:</td><td>biochar application during reforestation alters species present and soil chemistry</td></tr><tr><td>Source:</td><td>science of the total environment, 514, 359-365</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1016/j.scitotenv.2015.02.012,6,99,157,4,0.533,2015,4,0.533,,,
373,barron (2015),,"<table><tr><td>Authors:</td><td>barron, r; mcjeon, h</td></tr><tr><td>Title:</td><td>the differential impact of low-carbon technologies on climate change mitigation cost under a range of socioeconomic and climate policy scenarios</td></tr><tr><td>Source:</td><td>energy policy, 80, 264-274</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1016/j.enpol.2015.01.038,2,61,75,6,0.7995,2015,6,0.7995,,,
374,anadon (2015),,"<table><tr><td>Authors:</td><td>anadon, ld; barron, r; borgonovo, e; bosetti, v; friley, p; marangoni, g; mcjeon, hc; politis, s</td></tr><tr><td>Title:</td><td>sensitivity to energy technology costs: a multi-model comparison analysis</td></tr><tr><td>Source:</td><td>energy policy, 80, 244-263</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1016/j.enpol.2014.12.012,2,72,116,14,1.8655,2015,14,1.8655,,,
375,aguilera (2015),,"<table><tr><td>Authors:</td><td>aguilera, e; lassaletta, l</td></tr><tr><td>Title:</td><td>soil carbon sequestration is a climate stabilization wedge: comments on sommer and bossio (2014)</td></tr><tr><td>Source:</td><td>journal of environmental management, 153, 48-49</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1016/j.jenvman.2015.01.038,3,131,146,4,0.533,2015,4,0.533,,,
376,clothier (2015),,"<table><tr><td>Authors:</td><td>clothier, b; deurer, m; holmes, a; muller, k</td></tr><tr><td>Title:</td><td>carbon sequestration in kiwifruit orchard soils at depth to mitigate carbon emissions</td></tr><tr><td>Source:</td><td>communications in soil science and plant analysis, 46, 122-136</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1080/00103624.2014.988583,3,129,165,2,0.2665,2015,2,0.2665,,,
377,aguilera (2015),,"<table><tr><td>Authors:</td><td>aguilera, e; alonso, a; guzman, g</td></tr><tr><td>Title:</td><td>greenhouse gas emissions from conventional and organic cropping systems in spain. ii. fruit tree orchards</td></tr><tr><td>Source:</td><td>agronomy for sustainable development, 35(2), 725-737</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1007/s13593-014-0265-y,3,20,28,11,1.4658,2015,11,1.4658,,,
378,cai (2015),,"<table><tr><td>Authors:</td><td>cai, xa; chen, yq; fu, sl; liang, cf; lin, yb; liu, zf; rao, xq; wang, xl; zhou, lx</td></tr><tr><td>Title:</td><td>carbon storage and allocation pattern in plant biomass among different forest plantation stands in guangdong, china</td></tr><tr><td>Source:</td><td>forests, 6(3), 794-808</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.3390/f6030794,1,62,100,4,0.533,2015,4,0.533,,,
379,arnold (2015),,"<table><tr><td>Authors:</td><td>arnold, aa; belanger, n; labrecque, m; lafleur, b</td></tr><tr><td>Title:</td><td>organic carbon accumulation in topsoil following afforestation with willow: emphasis on leaf litter decomposition and soil organic matter quality</td></tr><tr><td>Source:</td><td>forests, 6(3), 769-793</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.3390/f6030769,3,294,466,1,0.1333,2015,1,0.1333,,,
380,bryan (2015),,"<table><tr><td>Authors:</td><td>bryan, ba; hobbs, tj; nolan, m; summers, dm</td></tr><tr><td>Title:</td><td>the costs of reforestation: a spatial model of the costs of establishing environmental and carbon plantings</td></tr><tr><td>Source:</td><td>land use policy, 44, 110-121</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1016/j.landusepol.2014.12.002,1,98,158,9,1.1993,2015,9,1.1993,,,
381,mandal (2015),,"<table><tr><td>Authors:</td><td>mandal, s; rajkhowa, dj; ramkrushna, gi; singh, rk; verma, bc</td></tr><tr><td>Title:</td><td>characterization of biochar obtained from weeds and its effect on soil properties of north eastern region of india</td></tr><tr><td>Source:</td><td>journal of environmental biology, 36(2), 499-505</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",,6,130,325,2,0.2665,2015,2,0.2665,,,
382,kicklighter (2015),,"<table><tr><td>Authors:</td><td>kicklighter, dw; lu, xl; melillo, jm; reilly, jm; xu, ly</td></tr><tr><td>Title:</td><td>land carbon sequestration within the conterminous united states: regional- and state-level analyses</td></tr><tr><td>Source:</td><td>journal of geophysical research-biogeosciences, 120(2), 379-398</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1002/2014jg002818,1,91,117,4,0.533,2015,4,0.533,,,
383,dahlhaus (2015),,"<table><tr><td>Authors:</td><td>dahlhaus, p; florentine, s; rasiah, v</td></tr><tr><td>Title:</td><td>environmental benefits inferred from impact of reforestation of deforested creek bank on soil conditioning: a case study in victoria, australia</td></tr><tr><td>Source:</td><td>agroforestry systems, 89(2), 345-355</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1007/s10457-014-9771-9,3,92,115,1,0.1333,2015,1,0.1333,,,
384,gupta (2015),,"<table><tr><td>Authors:</td><td>gupta, k; rao, msr; singh, s</td></tr><tr><td>Title:</td><td>fast, reversible co2 capture in nanostructured brownmillerite cafeo2.5</td></tr><tr><td>Source:</td><td>nano energy, 11, 146-153</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1016/j.nanoen.2014.10.016,5,82,84,4,0.533,2015,4,0.533,,,
385,dey (2015),,"<table><tr><td>Authors:</td><td>dey, a; islam, m; rahman, m</td></tr><tr><td>Title:</td><td>effect of tree diversity on soil organic carbon content in the homegarden agroforestry system of north-eastern bangladesh</td></tr><tr><td>Source:</td><td>small-scale forestry, 14(1), 91-101</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1007/s11842-014-9275-5,3,118,183,5,0.6663,2015,5,0.6663,,,
386,ding (2015),,"<table><tr><td>Authors:</td><td>ding, f; han, pf; ma, cl; shi, sw; zhang, p</td></tr><tr><td>Title:</td><td>the impact of afforestation on soil organic carbon sequestration on the qinghai plateau, china</td></tr><tr><td>Source:</td><td>plos one, 10(2)</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1371/journal.pone.0116591,1,328,770,6,0.7995,2015,6,0.7995,,,
387,becatinni (2015),,"<table><tr><td>Authors:</td><td>becatinni, v; galvez, me; ng, yc; sehaqui, h; steinfeld, a; tingautt, p; zimmermann, t</td></tr><tr><td>Title:</td><td>fast and reversible direct co2 capture from air onto all-polymer nanofibrillated cellulose-polyethylenimine foams</td></tr><tr><td>Source:</td><td>environmental science & technology, 49(5), 3167-3174</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1021/es504396v,5,142,734,18,2.3985,2015,18,2.3985,,,
389,johnston (2015),,"<table><tr><td>Authors:</td><td>johnston, j; kammen, dm; mileva, a; nelson, jh; sanchez, dl</td></tr><tr><td>Title:</td><td>biomass enables the transition to a carbon-negative power system across western north america</td></tr><tr><td>Source:</td><td>nature climate change, 5(3), 230-234</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1038/nclimate2488,2,109,128,29,3.8643,2015,29,3.8643,,,
390,akujarvi (2015),,"<table><tr><td>Authors:</td><td>akujarvi, a; feng, xm; fu, bj; holmberg, m; liski, j; lu, n; wen, zm; wu, x; zeng, y</td></tr><tr><td>Title:</td><td>changes in soil carbon stock predicted by a process-based soil carbon model (yasso07) in the yanhe watershed of the loess plateau</td></tr><tr><td>Source:</td><td>landscape ecology, 30(3), 399-413</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1007/s10980-014-0132-x,3,240,391,2,0.2665,2015,2,0.2665,,,
391,gonzalez (2014),,"<table><tr><td>Authors:</td><td>gonzalez, p; kroll, b; vargas, cr</td></tr><tr><td>Title:</td><td>tropical rainforest biodiversity and aboveground carbon changes and uncertainties in the selva central, peru</td></tr><tr><td>Source:</td><td>forest ecology and management, 312, 78-91</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1016/j.foreco.2013.10.019,1,89,113,8,0.652,2014,8,0.652,,,
392,andersson (2013),,"<table><tr><td>Authors:</td><td>andersson, ko; badgery, wb; lonergan, ve; murphy, bm; rawson, a; simmons, at; van de ven, r</td></tr><tr><td>Title:</td><td>relationship between environmental and land-use variables on soil carbon levels at the regional scale in central new south wales, australia</td></tr><tr><td>Source:</td><td>soil research, 51(7-8), 645-656</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",http://dx.doi.org/10.1071/sr12358,3,199,278,14,0.8354,2013,14,0.8354,,,
393,cao (2013),,"<table><tr><td>Authors:</td><td>cao, js; liu, xp; shen, ht; yu, zq; zeng, xh; zhang, wj; zhao, x</td></tr><tr><td>Title:</td><td>carbon storages in plantation ecosystems in sand source areas of north beijing, china</td></tr><tr><td>Source:</td><td>plos one, 8(12)</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",http://dx.doi.org/10.1371/journal.pone.0082208,1,233,397,5,0.2984,2013,5,0.2984,,,
395,harrison (2013),,"<table><tr><td>Authors:</td><td>harrison, dp</td></tr><tr><td>Title:</td><td>a method for estimating the cost to sequester carbon dioxide by delivering iron to the ocean</td></tr><tr><td>Source:</td><td>international journal of global warming, 5(3), 231-254</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",http://dx.doi.org/10.1504/ijgw.2013.055360,4,171,498,5,0.2984,2013,5,0.2984,,,
396,arrieta (2013),,"<table><tr><td>Authors:</td><td>arrieta, jm; assmy, p; bathmann, u; berg, gm; breitbarth, e; cisewski, b; friedrichs, l; fuchs, n; henjes, j; herndl, gj; jansen, s; klaas, c; kragefsky, s; latasa, m; montresor, m; peeken, i; rottgers, r; scharek, r; schuller, se; smetacek, v; steigenberger, s; strass, vh; webb, a; wolf-gladrow, d</td></tr><tr><td>Title:</td><td>thick-shelled, grazer-protected diatoms decouple ocean carbon and silicon cycles in the iron-limited antarctic circumpolar current</td></tr><tr><td>Source:</td><td>proceedings of the national academy of sciences of the united states of america, 110(51), 20633-20638</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",http://dx.doi.org/10.1073/pnas.1309345110,4,104,221,64,3.8189,2013,64,3.8189,,,
397,davies (2013),,"<table><tr><td>Authors:</td><td>davies, gm; gray, a; legg, cj; rein, g</td></tr><tr><td>Title:</td><td>peat consumption and carbon loss due to smouldering wildfire in a temperate peatland</td></tr><tr><td>Source:</td><td>forest ecology and management, 308, 169-177</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",http://dx.doi.org/10.1016/j.foreco.2013.07.051,3,24,27,26,1.5514,2013,26,1.5514,,,
398,heinze (2013),,"<table><tr><td>Authors:</td><td>heinze, c; ilyina, t; munhoven, g; wolf-gladrow, d</td></tr><tr><td>Title:</td><td>assessing the potential of calcium-based artificial ocean alkalinization to mitigate rising atmospheric co2 and ocean acidification</td></tr><tr><td>Source:</td><td>geophysical research letters, 40(22), 5909-5914</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",http://dx.doi.org/10.1002/2013gl057981,2,76,162,7,0.4177,2013,7,0.4177,,,
399,drury (2013),,"<table><tr><td>Authors:</td><td>drury, cf; wander, mm; yang, xm</td></tr><tr><td>Title:</td><td>a wide view of no-tillage practices and soil organic carbon sequestration</td></tr><tr><td>Source:</td><td>acta agriculturae scandinavica section b-soil and plant science, 63(6), 523-530</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",http://dx.doi.org/10.1080/09064710.2013.816363,3,327,677,10,0.5967,2013,10,0.5967,,,
400,bampa (2014),,"<table><tr><td>Authors:</td><td>bampa, f; jones, a; lugato, e; montanarella, l; panagos, p</td></tr><tr><td>Title:</td><td>a new baseline of organic carbon stock in european agricultural soils using a modelling approach</td></tr><tr><td>Source:</td><td>global change biology, 20(1), 313-326</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1111/gcb.12292,3,177,274,45,3.6676,2014,45,3.6676,,,
402,akujarvi (2013),,"<table><tr><td>Authors:</td><td>akujarvi, a; chang, ry; fu, bj; jin, tt; liski, j; lu, n; wang, yf; wu, x</td></tr><tr><td>Title:</td><td>soil organic carbon dynamics of black locust plantations in the middle loess plateau area of china</td></tr><tr><td>Source:</td><td>biogeosciences, 10(11), 7053-7063</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",http://dx.doi.org/10.5194/bg-10-7053-2013,1,225,426,11,0.6564,2013,11,0.6564,,,
404,david (2013),,"<table><tr><td>Authors:</td><td>david, ne; gelb, j; he, hk; konkolewicz, d; kotwal, n; matyjaszewski, k; merkle, a; rappold, t; sugar, g; yacatto, k; zhong, mj</td></tr><tr><td>Title:</td><td>three-dimensionally ordered macroporous polymeric materials by colloidal crystal templating for reversible co2 capture</td></tr><tr><td>Source:</td><td>advanced functional materials, 23(37), 4720-4728</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",http://dx.doi.org/10.1002/adfm.201300401,5,165,380,22,1.3127,2013,22,1.3127,,,
405,burgess (2013),,"<table><tr><td>Authors:</td><td>burgess, pj; upson, ma</td></tr><tr><td>Title:</td><td>soil organic carbon and root distribution in a temperate arable agroforestry system</td></tr><tr><td>Source:</td><td>plant and soil, 373(1-2), 43-58</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",http://dx.doi.org/10.1007/s11104-013-1733-x,3,217,321,21,1.2531,2013,21,1.2531,,,
406,feng (2013),,"<table><tr><td>Authors:</td><td>feng, zd; peng, hh; peng, sz; sher, h; wang, c; wang, y; xu, zl; zhang, f; zhao, cy; zhao, y; zheng, xl</td></tr><tr><td>Title:</td><td>estimating realized and potential carbon storage benefits from reforestation and afforestation under climate change: a case study of the qinghai spruce forests in the qilian mountains, northwestern china</td></tr><tr><td>Source:</td><td>mitigation and adaptation strategies for global change, 18(8), 1257-1268</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",http://dx.doi.org/10.1007/s11027-012-9420-4,1,102,118,6,0.358,2013,6,0.358,,,
408,almeida (2013),,"<table><tr><td>Authors:</td><td>almeida, a; carwardine, j; crawford, df; hawkins, cs; hobbs, tj; jovanovic, t; opie, k; paul, ki; polglase, pj; reeson, a; siggins, aw; turner, j</td></tr><tr><td>Title:</td><td>potential for forest carbon plantings to offset greenhouse emissions in australia: economics and constraints to implementation</td></tr><tr><td>Source:</td><td>climatic change, 121(2), 161-175</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",http://dx.doi.org/10.1007/s10584-013-0882-5,1,195,300,34,2.0288,2013,34,2.0288,,,
409,aleinikoviene (2013),,"<table><tr><td>Authors:</td><td>aleinikoviene, j; armolaitis, k; garbaravicius, p; lubyte, j; zekaite, v</td></tr><tr><td>Title:</td><td>stability of soil organic carbon in agro and forest ecosystems on arenosol</td></tr><tr><td>Source:</td><td>zemdirbyste-agriculture, 100(3), 227-234</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",,3,110,128,1,0.0597,2013,1,0.0597,,,
410,jenkins (2013),,"<table><tr><td>Authors:</td><td>jenkins, bg; kruger, t; renforth, p</td></tr><tr><td>Title:</td><td>engineering challenges of ocean liming</td></tr><tr><td>Source:</td><td>energy, 60, 442-452</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",http://dx.doi.org/10.1016/j.energy.2013.08.006,2,246,581,8,0.4774,2013,8,0.4774,,,
